created_on,name,reserved,database_name,schema_name,owner,comment,text,is_secure,is_materialized
2020-05-29 15:49:58.882 -0700,BRETT_MRKT_AGG_DISAGG,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_EXTRACT_USR_RL,,"CREATE VIEW csnlssyndpi_prod.public.brett_mrkt_agg_disagg AS
SELECT * 
FROM   csnlssyndpi_prod.public.brett_mrkt_agg_disagg_20200516 
;",false,false
2021-01-04 18:45:39.201 -0800,CSL_DSP,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_OD_BE_RW_ROLE,,create or replace VIEW CSL_DSP as select * from CSNLSSYNDPI_PROD..CSL_DSP_20201226;,false,false
2021-01-04 18:45:45.549 -0800,CSL_FEATURE,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_OD_BE_RW_ROLE,,create or replace VIEW CSL_FEATURE as select * from CSNLSSYNDPI_PROD..CSL_FEATURE_20201226;,false,false
2021-01-04 18:42:11.342 -0800,CSL_HRCH,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_OD_BE_RW_ROLE,,create or replace VIEW CSL_HRCH as select * from CSNLSSYNDPI_PROD..CSL_HRCH_20201226;,false,false
2021-01-04 18:42:16.783 -0800,CSL_MAP,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_OD_BE_RW_ROLE,,create or replace VIEW CSL_MAP as select * from CSNLSSYNDPI_PROD..CSL_MAP_20201226;,false,false
2021-01-04 18:45:51.899 -0800,CSL_PRICE,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_OD_BE_RW_ROLE,,create or replace VIEW CSL_PRICE as select * from CSNLSSYNDPI_PROD..CSL_PRICE_20201226;,false,false
2019-01-07 16:57:38.748 -0800,CSNLSSYNDPI_PROD_PRD_DIM_FUTURE_20181229_RPT,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_OD_BE_RW_ROLE,,create or replace view  CSNLSSYNDPI_PROD_PRD_DIM_FUTURE_20181229_RPT as select * from CSNLSSYNDPI_PROD_PRD_DIM_FUTURE;,false,false
2019-01-14 17:44:49.219 -0800,CSNLSSYNDPI_PROD_PRD_DIM_FUTURE_20190105_RPT,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_OD_BE_RW_ROLE,,create or replace view  CSNLSSYNDPI_PROD_PRD_DIM_FUTURE_20190105_RPT as select * from CSNLSSYNDPI_PROD_PRD_DIM_FUTURE;,false,false
2019-02-18 16:39:55.462 -0800,CSNLSSYNDPI_PROD_PRD_DIM_FUTURE_20190209_RPT,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_OD_BE_RW_ROLE,,create or replace view  CSNLSSYNDPI_PROD_PRD_DIM_FUTURE_20190209_RPT as select * from CSNLSSYNDPI_PROD_PRD_DIM_FUTURE;,false,false
2019-02-25 16:42:42.263 -0800,CSNLSSYNDPI_PROD_PRD_DIM_FUTURE_20190216_RPT,,CSNLSSYNDPI_PROD,PUBLIC,NIELSENBUY_CS_OD_BE_RW_ROLE,,create or replace view  CSNLSSYNDPI_PROD_PRD_DIM_FUTURE_20190216_RPT as select * from CSNLSSYNDPI_PROD_PRD_DIM_FUTURE;,false,false
