created_on,name,database_name,schema_name,kind,comment,cluster_by,rows,bytes,owner,retention_time,automatic_clustering,change_tracking,is_external
2020-05-29 15:49:31.119 -0700,BRETT_MRKT_AGG_DISAGG_20200516,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR(MRKT_KEY ),4919,1048576,NIELSENBUY_CS_EXTRACT_USR_RL,1,OFF,OFF,N
2018-12-10 19:15:43.097 -0800,CSL_CND,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR(CSL_KEY),0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:06:45.275 -0800,CSL_DSP_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",1828617361,15453368832,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 19:14:36.213 -0800,CSL_DSP_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",1826677863,15433189888,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:52:16.963 -0800,CSL_DSP_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",1823968759,15416228352,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:03:13.974 -0800,CSL_DSP_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",1817269510,15360551936,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 02:25:05.596 -0800,CSL_DSP_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",1797327912,15186995712,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 19:30:54.503 -0800,CSL_DSP_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",1795650775,15168551936,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 12:14:44.957 -0800,CSL_DSP_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",1794106730,15152803328,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 21:46:35.939 -0800,CSL_DSP_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",1791766716,15138490368,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:16:34.516 -0800,CSL_DSP_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",1765015835,14901286912,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:31:43.641 -0800,CSL_DSP_MFR_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",855166297,7064635392,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 20:07:19.412 -0800,CSL_DSP_MFR_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",856040825,7068115968,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:59:44.830 -0800,CSL_DSP_MFR_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",860595098,7111529472,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:58:41.418 -0800,CSL_DSP_MFR_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",856868187,7081661952,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 03:14:42.802 -0800,CSL_DSP_MFR_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",848756431,7020069888,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 20:28:04.758 -0800,CSL_DSP_MFR_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",849155397,7021498880,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 13:09:49.810 -0800,CSL_DSP_MFR_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",849043016,7017554944,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 22:18:30.854 -0800,CSL_DSP_MFR_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",833917745,6869107200,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:57:44.595 -0800,CSL_DSP_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",820752706,6762651648,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-08-03 17:20:17.786 -0700,CSL_DSP_NODATA,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:06:45.617 -0800,CSL_FEATURE_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",7635896620,57499776000,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 19:14:36.470 -0800,CSL_FEATURE_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",7640368421,57537695744,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:52:17.413 -0800,CSL_FEATURE_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",7642304306,57546170880,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:03:14.282 -0800,CSL_FEATURE_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",7647387114,57596528128,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 02:25:05.868 -0800,CSL_FEATURE_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",7581156706,57122307584,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 19:30:54.758 -0800,CSL_FEATURE_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",7585689567,57173549568,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 12:14:45.283 -0800,CSL_FEATURE_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",7592378844,57228192768,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 21:46:36.235 -0800,CSL_FEATURE_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",7591426794,57191035392,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:16:34.789 -0800,CSL_FEATURE_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",7496691094,56511913472,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:31:43.904 -0800,CSL_FEATURE_MFR_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2881250845,21742072832,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 20:07:19.756 -0800,CSL_FEATURE_MFR_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2888687567,21798982656,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:59:45.153 -0800,CSL_FEATURE_MFR_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2930961007,22129673728,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:58:41.698 -0800,CSL_FEATURE_MFR_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2947261067,22254338560,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 03:14:43.084 -0800,CSL_FEATURE_MFR_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2960496423,22414796288,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 20:28:05.042 -0800,CSL_FEATURE_MFR_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2965242917,22456223232,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 13:09:50.123 -0800,CSL_FEATURE_MFR_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2971671949,22503981568,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 22:18:31.217 -0800,CSL_FEATURE_MFR_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2904709569,21954288640,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:57:44.951 -0800,CSL_FEATURE_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2879135738,21756585472,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-08-03 17:20:21.721 -0700,CSL_FEATURE_NODATA,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:04:41.571 -0800,CSL_HRCH_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4040681,7676928,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 19:12:24.327 -0800,CSL_HRCH_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4040701,7681536,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:50:08.661 -0800,CSL_HRCH_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4040791,7700992,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:01:08.976 -0800,CSL_HRCH_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4033573,7639040,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 02:22:38.226 -0800,CSL_HRCH_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4015612,7656960,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 19:28:39.173 -0800,CSL_HRCH_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4016115,7673856,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 12:12:14.115 -0800,CSL_HRCH_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4015210,7655936,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 21:44:08.874 -0800,CSL_HRCH_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4016122,7658496,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:13:33.988 -0800,CSL_HRCH_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",3983291,7625728,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 19:14:16.368 -0800,CSL_HRCH_MFR_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4040681,7687168,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 18:22:54.755 -0800,CSL_HRCH_MFR_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4040701,7684096,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 02:42:23.730 -0800,CSL_HRCH_MFR_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4040791,7707136,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 21:09:26.870 -0800,CSL_HRCH_MFR_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4033573,7692800,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 01:24:35.676 -0800,CSL_HRCH_MFR_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4015612,7676928,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 18:38:09.808 -0800,CSL_HRCH_MFR_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4016115,7629312,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 11:14:25.916 -0800,CSL_HRCH_MFR_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4015210,7627776,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
